Cruise,Station,mon/day/yr,hh:mm,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],Depth [m],QF,Potential Temperature [oC],QF,Salinity [psu],QF,"Sigma-theta
[kg/m^3]",QF,DO [mL/L],QF,AOU [mL/L],QF,Nitrate [micro M],QF,"Nitrite
 [micro M]",QF,"Silicate 
[micro M]",QF,Phosphate [micro M],QF,Chlorophyll [micro g/L],QF,Prokaryotic production [micro g C/L/d],QF,Prokaryote abundance [10^5 cells/mL],QF,Viral abundance [10^5 particles/mL],QF
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,496,0,4.05007,0,33.9989,0,26.9848,0,0.6,0,299.28,0,43.8,0,0,0,103,0,3.18,0,,,0.004569,0,1.599,0,18.67,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,596,0,3.82735,0,34.0719,0,27.0655,0,0.47,0,306.87,0,44.1,0,0,0,114,0,3.21,0,,,0.002765,0,1.011,0,18.23,0
KH05_2,ST12,09/09/2005,09:53,-159.9772,45.005,5279,794,0,3.4867,0,34.2276,0,27.223,0,0.72,0,297.93,0,42.8,0,0,0,129,0,3.13,0,,,0.00202,0,0.811,0,7.51,0
KH05_2,ST12,09/09/2005,04:55,-159.9985,45.0027,5282,988,0,2.97814,0,34.35,0,27.3682,0,0.6,0,307.39,0,43.5,0,0,0,150,0,3.16,0,,,0.000822,0,0.599,0,8.74,0
KH05_2,ST12,09/09/2005,04:55,-159.9985,45.0027,5282,1483,0,2.28543,0,34.4859,0,27.5368,0,0.69,0,308.82,0,43.8,0,0,0,176,0,3.16,0,,,0.000604,0,0.448,0,6.57,0
KH05_2,ST12,09/09/2005,04:55,-159.9985,45.0027,5282,1974,0,1.85096,0,34.5753,0,27.6431,0,1.13,0,292.88,0,42.9,0,0,0,188,0,3.08,0,,,0.00064,0,0.365,0,6.2,0
KH05_2,ST12,09/09/2005,04:55,-159.9985,45.0027,5282,2464,0,1.5608,0,34.6229,0,27.7031,0,1.89,0,261.44,0,41.1,0,0,0,190,0,2.92,0,,,0.000419,0,0.301,0,5.23,0
KH05_2,ST12,09/09/2005,04:55,-159.9985,45.0027,5282,2954,0,1.36645,0,34.6505,0,27.7393,0,2.51,0,235.49,0,39.3,0,0,0,184,0,2.78,0,,,0.000441,0,0.242,0,4.74,0
KH05_2,ST12,09/09/2005,04:55,-159.9985,45.0027,5282,3443,0,1.23387,0,34.6683,0,27.7629,0,3.01,0,214.31,0,38,0,0,0,178,0,2.66,0,,,0.000435,0,0.195,0,4.9,0
KH05_2,ST12,09/09/2005,04:55,-159.9985,45.0027,5282,3930,0,1.16071,0,34.6759,0,27.7741,0,3.25,0,204.26,0,37.2,0,0,0,176,0,2.62,0,,,0.000421,0,0.174,0,4.78,0
KH05_2,ST12,09/09/2005,04:55,-159.9985,45.0027,5282,4417,0,1.12887,0,34.6819,0,27.7811,0,3.34,0,200.23,0,37,0,0,0,182,0,2.59,0,,,0.000536,0,0.162,0,5.69,0
KH05_2,ST12,09/09/2005,04:55,-159.9985,45.0027,5282,4902,0,1.12467,0,34.682,0,27.7814,0,3.37,0,198.89,0,37,0,0,0,181,0,2.57,0,,,0.000359,0,0.171,0,6.14,0
KH05_2,ST12,09/09/2005,04:55,-159.9985,45.0027,5282,5240,0,1.11993,0,34.6825,0,27.7822,0,3.36,0,199.47,0,36.8,0,0,0,181,0,2.57,0,,,0.000475,0,0.23,0,6.51,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,0,0,12.6,0,32.2562,0,24.3461,0,6.15,0,-3.01,0,11.7,0,0.15,0,20.9,0,1.15,0,0.26,0,0.42664,0,4.571,0,99.49,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,3,0,12.5566,0,32.2635,0,24.3601,0,6.15,0,-3.05,0,11.7,0,0.15,0,20.8,0,1.13,0,0.28,0,0.557739,0,4.529,0,101.87,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,11,0,12.5536,0,32.2888,0,24.3803,0,6.19,0,-4.68,0,11.7,0,0.15,0,20.9,0,1.14,0,0.28,0,0.505689,0,4.386,0,104.18,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,22,0,12.5192,0,32.3228,0,24.4132,0,6.14,0,-2.39,0,11.7,0,0.14,0,20.9,0,1.14,0,0.27,0,0.445099,0,4.066,0,106.54,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,31,0,12.409,0,32.3416,0,24.4488,0,6.17,0,-3.16,0,11.9,0,0.15,0,21.3,0,1.17,0,0.3,0,0.381633,0,4.432,0,103.79,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,40,0,7.50231,0,32.5219,0,25.3989,0,7.03,0,-10.62,0,15.3,0,0.18,0,26.2,0,1.42,0,0.32,0,0.346599,0,5.841,0,131.12,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,50,0,5.89299,0,32.593,0,25.6642,0,7.01,0,1.83,0,17.6,0,0.37,0,28.6,0,1.57,0,0.28,0,0.229281,0,4.544,0,127.58,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,75,0,4.56069,0,32.8377,0,26.009,0,6.03,0,55.33,0,23.9,0,0.03,0,36.7,0,1.86,0,0.38,0,0.122918,0,3.67,0,67.36,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,100,0,4.10211,0,33.4992,0,26.5821,0,3.51,0,169.93,0,34.7,0,0,0,61.9,0,2.51,0,,0,0.064111,0,2.706,0,45.02,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,149,0,3.9478,0,33.7867,0,26.8264,0,1.95,0,240.48,0,39.8,0,0,0,80.7,0,2.87,0,0.02,0,0.049746,0,2.686,0,57.49,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,197,0,3.92746,0,33.8991,0,26.9179,0,1.05,0,280.57,0,42.6,0,0,0,93.4,0,3.07,0,,0,0.006863,0,2.181,0,38.46,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,247,0,3.89594,0,33.9656,0,26.974,0,0.75,0,294.08,0,43.7,0,0,0,101,0,3.15,0,,0,0.005615,0,2.033,0,31.58,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,298,0,3.85836,0,34.0271,0,27.0267,0,0.54,0,303.32,0,44.1,0,0,0,108,0,3.19,0,,0,0.004517,0,1.642,0,32.04,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,397,0,3.68169,0,34.1093,0,27.1097,0,0.62,0,301.23,0,43.5,0,0,0,117,0,3.15,0,,,0.0022,0,1.223,0,23.09,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,495,0,3.49522,0,34.1954,0,27.1965,0,0.4,0,312.28,0,44.1,0,0,0,131,0,3.2,0,,,0.001818,0,0.94,0,18.46,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,594,0,3.28385,0,34.2539,0,27.2633,0,0.44,0,312.2,0,43.8,0,0,0,140,0,3.19,0,,,0.001401,0,0.904,0,17.42,0
KH05_2,ST13,09/10/2005,11:50,-159.9997,49.9967,4952,793,0,2.93116,0,34.3422,0,27.3663,0,0.47,0,313.7,0,44,0,0,0,154,0,3.2,0,,,0.001041,0,0.76,0,16.41,0
KH05_2,ST13,09/10/2005,06:37,-159.9828,50.005,4952,990,0,2.64248,0,34.4071,0,27.4436,0,0.57,0,311.41,0,43.9,0,0,0,164,0,3.18,0,,,0.000733,0,0.64,0,9.83,0
KH05_2,ST13,09/10/2005,06:37,-159.9828,50.005,4952,1483,0,2.12022,0,34.5215,0,27.5788,0,0.91,0,300.52,0,43.4,0,0,0,182,0,3.06,0,,,0.000556,0,0.502,0,8.19,0
KH05_2,ST13,09/10/2005,06:37,-159.9828,50.005,4952,1975,0,1.77888,0,34.591,0,27.6612,0,1.36,0,283.29,0,42.3,0,0,0,190,0,3.04,0,,,0.000399,0,0.373,0,7.38,0
KH05_2,ST13,09/10/2005,06:37,-159.9828,50.005,4952,2464,0,1.53712,0,34.6312,0,27.7115,0,1.95,0,258.87,0,40.8,0,0,0,188,0,2.9,0,,,0.000361,0,0.326,0,6.2,0
KH05_2,ST13,09/10/2005,06:37,-159.9828,50.005,4952,2953,0,1.3576,0,34.6554,0,27.7439,0,2.54,0,234.05,0,39.3,0,0,0,185,0,2.77,0,,,0.000218,0,0.239,0,5.42,0
KH05_2,ST13,09/10/2005,06:37,-159.9828,50.005,4952,3442,0,1.23969,0,34.6716,0,27.7652,0,2.98,0,215.2,0,38.1,0,0,0,179,0,2.67,0,,,0.00052,0,0.198,0,5.1,0
KH05_2,ST13,09/10/2005,06:37,-159.9828,50.005,4952,3930,0,1.17222,0,34.6797,0,27.7764,0,3.2,0,206.07,0,37.4,0,0,0,179,0,2.62,0,,,0.000184,0,0.175,0,5.04,0
KH05_2,ST13,09/10/2005,06:37,-159.9828,50.005,4952,4414,0,1.14055,0,34.6825,0,27.7808,0,3.34,0,200.06,0,37.3,0,0,0,181,0,2.6,0,,,0.000206,0,0.159,0,5.35,0
KH05_2,ST13,09/10/2005,06:37,-159.9828,50.005,4952,4900,0,1.12656,0,34.6855,0,27.7841,0,3.45,0,195.63,0,37.1,0,0,0,186,0,2.33,0,,,0.000343,0,0.26,0,6.5,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,0,0,12.5,0,31.5846,0,23.8449,0,6.33,0,-9.31,0,0,0,0.02,0,4.8,0,0.43,0,2.73,0,2.326793,0,12.112,0,307.28,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,4,0,12.3595,0,31.5733,0,23.8626,0,6.35,0,-9.46,0,0.2,0,0.04,0,4.5,0,0.45,0,2.61,0,2.902962,0,19.306,0,248.57,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,10,0,12.3498,0,31.5748,0,23.8656,0,6.35,0,-9.65,0,0.2,0,0.03,0,4.6,0,0.43,0,2.47,0,2.939325,0,19.013,0,239.93,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,20,0,12.2165,0,31.6159,0,23.9224,0,6.3,0,-6.49,0,0.7,0,0.06,0,4.6,0,0.48,0,1.75,0,2.345904,0,15.422,0,219.58,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,28,0,11.3865,0,31.9373,0,24.3236,0,6.25,0,0.11,0,3.7,0,0.15,0,6.1,0,0.74,0,0.65,0,0.794945,0,6.329,0,123.58,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,40,0,7.6262,0,32.6177,0,25.4569,0,6.86,0,-4.13,0,14.7,0,0.3,0,21.6,0,1.43,0,0.18,0,0.332135,0,3.548,0,92.22,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,49,0,6.07997,0,32.677,0,25.7077,0,6.81,0,9,0,17.6,0,0.47,0,25.9,0,1.56,0,0.15,0,0.23018,0,2.828,0,74.03,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,74,0,5.05544,0,32.7837,0,25.9124,0,6.28,0,40.3,0,22,0,0.3,0,33.3,0,1.8,0,0.16,0,0.158477,0,2.977,0,72.82,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,99,0,5.02449,0,33.2173,0,26.2594,0,4.27,0,129.46,0,29.4,0,0,0,47.4,0,2.18,0,0.06,0,0.114844,0,3.304,0,43.21,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,149,0,4.5691,0,33.714,0,26.7036,0,2.23,0,222.77,0,37.7,0,0,0,69.8,0,2.71,0,0.01,0,0.043886,0,2.963,0,35.89,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,199,0,4.37664,0,33.8412,0,26.8253,0,1.61,0,251.77,0,40.1,0,0,0,79.7,0,2.85,0,0.02,0,0.01408,0,2.183,0,39.22,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,248,0,4.12345,0,33.8784,0,26.8814,0,1.09,0,276.98,0,42.5,0,0,0,87.5,0,3.04,0,0.01,0,0.012439,0,1.774,0,24.37,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,296,0,4.0182,0,33.9492,0,26.9485,0,0.84,0,288.82,0,43.1,0,0,0,96.1,0,3.09,0,0.01,0,0.008574,0,1.5,0,22.54,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,397,0,3.8462,0,34.0556,0,27.0506,0,0.59,0,301.32,0,43.6,0,0,0,109,0,3.14,0,,,0.006534,0,1.058,0,19.06,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,495,0,3.69944,0,34.1332,0,27.127,0,0.48,0,307.02,0,43.8,0,0,0,119,0,3.17,0,,,0.00475,0,1.086,0,14.31,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,596,0,3.52563,0,34.2037,0,27.2002,0,0.42,0,310.94,0,43.8,0,0,0,129,0,3.18,0,,,0.004467,0,0.928,0,12.65,0
KH05_2,ST14,09/12/2005,03:21,-160.0015,53.5945,6423,793,0,3.2701,0,34.2824,0,27.2873,0,0.38,0,314.62,0,44,0,0,0,141,0,3.19,0,,,0.003975,0,0.847,0,11.63,0
KH05_2,ST14,09/11/2005,19:20,-160.0052,53.5795,6474,990,0,2.91638,0,34.3648,0,27.3856,0,0.39,0,317.15,0,44.2,0,0,0,156,0,3.19,0,,,0.001312,0,0.63,0,10.99,0
KH05_2,ST14,09/11/2005,19:20,-160.0052,53.5795,6474,1481,0,2.23109,0,34.4997,0,27.5523,0,0.73,0,307.6,0,43.7,0,0,0,180,0,3.12,0,,,0.001178,0,0.574,0,9.01,0
KH05_2,ST14,09/11/2005,19:20,-160.0052,53.5795,6474,1973,0,1.79669,0,34.5839,0,27.6541,0,1.39,0,281.7,0,42,0,0,0,188,0,2.99,0,,,0.00087,0,0.458,0,6.94,0
KH05_2,ST14,09/11/2005,19:20,-160.0052,53.5795,6474,2462,0,1.5392,0,34.6278,0,27.7086,0,2.04,0,254.9,0,40.4,0,0,0,188,0,2.85,0,,,0.000779,0,0.353,0,5.02,0
KH05_2,ST14,09/11/2005,19:20,-160.0052,53.5795,6474,2951,0,1.36259,0,34.6545,0,27.7428,0,2.61,0,230.73,0,39.1,0,0,0,184,0,2.74,0,,,0.00079,0,0.275,0,5.35,0
KH05_2,ST14,09/11/2005,19:20,-160.0052,53.5795,6474,3441,0,1.23382,0,34.6714,0,27.7654,0,3.02,0,213.51,0,37.9,0,0,0,179,0,2.64,0,,,0.000489,0,0.214,0,5.06,0
KH05_2,ST14,09/11/2005,19:20,-160.0052,53.5795,6474,3928,0,1.15184,0,34.682,0,27.7796,0,3.34,0,200.21,0,36.9,0,0,0,175,0,2.57,0,,,0.000368,0,0.19,0,4.09,0
KH05_2,ST14,09/11/2005,19:20,-160.0052,53.5795,6474,4414,0,1.10838,0,34.687,0,27.7866,0,3.51,0,192.79,0,36.5,0,0,0,171,0,2.53,0,,,0.000447,0,0.165,0,4.33,0
KH05_2,ST14,09/11/2005,19:20,-160.0052,53.5795,6474,4898,0,1.08697,0,34.6912,0,27.7914,0,3.65,0,186.95,0,36.2,0,0,0,167,0,2.51,0,,,0.000122,0,0.17,0,4.75,0
KH05_2,ST14,09/11/2005,19:20,-160.0052,53.5795,6474,5865,0,1.06964,0,34.6896,0,27.7913,0,3.58,0,190.09,0,36.1,0,0,0,165,0,2.48,0,,,0.000449,0,0.174,0,4.9,0
